tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong
Remember when Turkey and Indonesia were held up as the two slim bits of evidence that Islam and modern democracy could be compatible?;0;0;0;0;0;0;0;0;0;0;0;0
Second, it ignores the most important lesson of democratization in Indonesia: resolving violent conflicts requires more democracy, not less. Contrary to govt  claims, the switch from indirect to direct elections is associated with a dramatic decline in political violence. 4/n;0;0;0;0;0;0;0;0;0;0;0;0
This is Phil Jacobsen, the journalist currently detained in Indonesia. Phil faces five years in prison for an alleged visa violation. His detainment is a v concerning sign of a steep decline in democratic values. A country is not a democracy w/o a free press. #freephiljacobsen https://twitter.com/mongabay/status/1219751837278130176Â â¦;0;0;0;0;0;0;0;0;0;0;0;0
I thought America was a democratic country, I was wrong ... just like my country Indonesia, a sick democracy. Law and law enforcement, double standards..;1;0;0;1;0;0;0;0;1;0;1;0
The Economist Intelligence Unit's (EIU) recently released annual democracy index shows Indonesia's democracy has yet to climb out of its funk, even as neighboring Malaysia experiences a democratic resurgence. #jakpost http://bit.ly/30IZcViÂ ;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia, once regional model, falls further behind Malaysia in democracy rankings  https://www.thejakartapost.com/seasia/2020/01/22/2019-eiu-democracy-index-shows-indonesia-falling-further-behind-malaysia.htmlÂ â¦ pic.twitter.com/0QaQrWdDc0;0;0;0;0;0;0;0;0;0;0;0;0
Some might say that you get what you deserve. In a democracy, at least. And Indonesia is still a democracy.;0;0;0;0;0;0;0;0;0;0;0;0
"Arresting Philip Jacobson Is A Threat Against Press Freedom, Democracy & Human Rights

It's thought arrest is related to Mongabay reporting on cases of environmental crime & criminalization of Indigenous Peoples

#deforestation #palmoil #indonesia
 https://www.aman.or.id/2020/01/arresting-philip-jacobson-is-a-threat-against-press-freedom-democracy-and-human-rights/Â â¦";0;0;0;0;0;0;0;0;0;0;0;0
Dibuang sayang. I just published Indonesia Censorship Threaten Democracy  https://link.medium.com/8LqM7MeKs3Â ;0;0;0;0;0;0;0;0;0;0;0;0
Hard to imagine Thailand being classed as the same level of 'flawed democracy' as Indonesia...  https://twitter.com/NeilPHauer/status/1219931582984851462Â â¦;0;0;0;0;0;0;0;0;0;0;0;0
"Malaysia has her issues with right wing nationalists wanting to invoke racial unrest. 
Majority wants racial harmony.
We remain hopeful. 
 
Indonesia, once regional model, falls further behind Malaysia in democracy rankings - SE Asia - The Jakarta Post  https://www.thejakartapost.com/seasia/2020/01/22/2019-eiu-democracy-index-shows-indonesia-falling-further-behind-malaysia.htmlÂ â¦";0;0;0;0;0;0;0;0;0;0;0;0
Budiman Sudjatmiko And His Fight For Democracy In Indonesia (1997)  https://youtu.be/jHpt4mkPZy0Â  via  USER;0;0;0;0;0;0;0;0;0;0;0;0
"Because that King never know where direction his people will get into? Because believes like ""The Way"", such Indonesia? democracy but anti democracy? the most censorship, many mass killing never touched by law";1;0;0;1;0;0;0;0;1;0;1;0
Is Indonesia Democracy??;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia thinks democracy is nice.;0;0;0;0;0;0;0;0;0;0;0;0
Duitcracy kill Indonesia democracy;0;0;0;0;0;0;0;0;0;0;0;0
Out of 54 Islamic Countries in the world, only Indonesia has some form of democracy. Rest all are rules by Islamic dictators using Quran and Sharia;1;0;0;1;1;0;0;0;0;0;1;0
What do u mean? Indonesia is democracy with 87% muslims. First constitution was Charter of Madinah written by Prophet(PBUH). India is a democracy because indians fought for it irrespective of religion. Hindu is a way of life but imposing it is Hindutva. We do not need it.;0;0;0;0;0;0;0;0;0;0;0;0
Printed version of my article in Media Indonesia  USER #Taiwan2020 #TaiwanElection Taiwan as a model for democracy in Asia!  pic.twitter.com/9dHKqG9gkL;0;0;0;0;0;0;0;0;0;0;0;0
with a western country that has known democracy since hundreds of years ago. Indonesia even just used one man one vote in 2004, 35 years after The Act of Free Choice. Therefore, in 1969, The Act of Free Choice used a representative system,;0;0;0;0;0;0;0;0;0;0;0;0
NOW I think you're taking the analogy too far. Political Islam COULD be like Soviet Communism--or it could be like U.S. democracy. Or pretty much anything in between (look at Political Islam in Indonesia). And I don't even UNDERSTAND the second question.;0;0;0;0;0;0;0;0;0;0;0;0
My piece in Media Indonesia, discuss the lesson learned from Taiwan's election for the development of democracy in Asia! Enjoy! Thanks to  USER for publishing this piece. #Taiwan2020 #democracy  https://twitter.com/mediaindonesia/status/1217590499785072640Â â¦;0;0;0;0;0;0;0;0;0;0;0;0
So is Indonesia, a Muslim majority democracy. What's your excuse?;0;0;0;0;0;0;0;0;0;0;0;0
"""The largest Muslim nation is a democracy and will likely be the world's fourth largest economy in a decade. But Indonesia's global importance and weight are yet to be given their proper due internationally.""  https://www.eastasiaforum.org/2020/01/13/indonesia-globally-underestimated-domestically-under-potential/Â â¦";0;0;0;0;0;0;0;0;0;0;0;0
"""Duit-ocracy of Democracy of Indonesia"" : KPK is dead...!  pic.twitter.com/WO8WQ5kvMe";0;0;0;0;0;0;0;0;0;0;0;0
"Only stupid people who want to be fooled and impoverished still believe in political parties that are in power by destroying law, economics and democracy.
#JagaDanKawalAnies
Democracy in Indonesia decays & will die slowly. 
Cc.
 USER
 USER
 USER
 USER
 USER pic.twitter.com/bBSmQdswf4";1;0;0;1;0;0;0;0;1;0;1;0
In an increasingly conservative Indonesia, filmmakers fight to tell LGBTQ stories: So democracy has brought about both identity politics for LGBT and identity politics for Islam, and this has been growing and growing for the last 20Â ... View article...  http://dlvr.it/RMzHlLÂ ;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia â globally underestimated, domestically under potential -  https://thedailyusnews.com/indonesia-globally-underestimated-domestically-under-potential/Â â¦ - Author: Editorial Board, ANU The largest Muslim nation is a democracy and will likely be the world's fourth largest economy in a decade. But Indonesia's global importance and weight a...  pic.twitter.com/IoTq4PUUKB;0;0;0;0;0;0;0;0;0;0;0;0
Yes, yet one has to still keep in mind  #Indonesia in post-Suharto #democracy era has many ill effects from that dictatorial period that still linger e.g : Indonesia election & the role of its powerful military  USER  https://aje.io/bmhqeÂ  #auspol;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia is the largest Muslim democracy. If they recognise a problem with Muslim rapists, why can't we?;1;0;0;1;1;0;0;0;0;0;1;0
Dewi Fortuna Anwar, among the best Indonesian IR scholars, writes on its Indo-Pacific policy. She cites my book, Indonesia Matters, that argues that its emerging power status rests on a âvirtuous correlation among...democracy, development and stabilityâ  https://watermark.silverchair.com/iiz223.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAlIwggJOBgkqhkiG9w0BBwagggI_MIICOwIBADCCAjQGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMwBnf4YWDP7Z7taTpAgEQgIICBbmNuxKc14mNywLrbNZcbzaXeNA5eJ8YqBzglvwngrmceDXpoBQ2E4OLmOziv41iZ1PESgZlQPxUYaLRdgR3h6Q0u68v3OPr7Juok7ERQO4-wdWru8jcP9VD0M5pgBasWA1rm-mPZ_cADhecZGTOvdNOBpPbkWrjbXI-c7XtVujSNhA64O35XFSa6hLRk8c6zIEhbDAEfhZLcaC4iPV8iqmq5RgNfXyTDD62AYzaWOvb-ujshL-RRBN0wCZvPAhS-Urse4UkRcOAOGBEpoYU7rmJIXGSqmqwOxfr1bGJxY8C1Lu7kJGE-2NGMZGOkx3viwxS1UGgNcUT3-NIXCkTHjIeJQHspcEwZnpej8zU_XsdGs6t7mHxyJ-q2_KuKGIjOqxHtdG4qi6iRFZonlUwF7a_04vvkYCV143MKDGuGMe85P-Gk_mwGKzwqC1MOm1tcBy2y8mHiRD1jaEfjEvcp7CKh9bTmEcHD4hU84c73cmtj7OgJWULoaNo1o-q9x7PSXI0C6hbinC3FAvxNqBTxo7jvzLkk27tnGOh1E4JWkduEcRALgbhcYpsmcdrGW8jR-77_6eP0EpOoTZyUIAmucvXEvP_Rm94v3egvDUC7APStPrvT9k_jmkvfigvgXGuHV0m31NZkB3lY1B1U_EuWMzBrqFCKOMZQJMymlyBelECziuC20AÂ â¦;0;0;0;0;0;0;0;0;0;0;0;0
Yes look Qatar, Emirates, they are not democracy but richer than democracy countries. But the world criticize China, Russia, but true their people as a whole poorer than arabs. But in Africa many doing democracy but fuck up, same as Indonesia, Philipines, Ukraine etc;0;1;0;0;0;0;0;0;0;0;0;0
"With their democracy being around the same age as Nigeria's when this was achieved.

Hence why all my socio-economic analyses about Nigeria - when occasionally conducted comparatively with UK (or US) as opposed to Malaysia/Indonesia etc - I ONLY compare with this period (1860-70)  https://twitter.com/AjitPaiFCC/status/951263797708288002Â â¦";0;0;0;0;0;0;0;0;0;0;0;0
Indonesia & Malaysia,both muslim countries, accounts for almost all the production of CPO.What if Indonesia also comes out with similar statements.Similar is the case with so many products/.Dissent is a part of democracy & should not be mixed up with international trade relations;0;0;0;0;0;0;0;0;0;0;0;0
"Remember when we overthrew Irans democracy for an oil company? Genocide in Indonesia? El Salvador? Chile? Vietnam?

The USA has been the worst thing to happen to freedom and democracy in the world for as long as it's been able to project power.";1;0;0;1;0;0;0;0;1;0;1;0
"If by Islamic countries you mean where Muslims are in majority & there is democracy , sample list FYR 
Malaysia , Indonesia, Tunisia , Senegal , Bosnia & Hersegovinia, Turkey etc...";1;0;0;1;1;0;0;0;0;0;1;0
"On sovereignty and national identity diplomacy, Indonesia will intensify land and maritime negotiations; protect Indonesian territorial integrity; and mainstream issues deemed as national assets including pluralism, democracy, tolerance, and women empowerment.";0;0;0;0;0;0;0;0;0;0;0;0
Third, Indonesia will continue to mainstream issues deemed as national assets, including pluralism, democracy, tolerance, and women empowerment. #Diplomacy4You #Diplomacy4PeaceandProsperity https://twitter.com/Kemlu_RI/status/1214764900708257793Â â¦;0;0;0;0;0;0;0;0;0;0;0;0
 USER: Indonesia will continue to streamline some issues regarding our nation's assets, including pluralism, democracy, tolerance and women's empowerment. #Diplomacy4You #PPTM2020 https://twitter.com/Kemlu_RI/status/1214764900708257793Â â¦;0;0;0;0;0;0;0;0;0;0;0;0
"Last year, Indonesia has conducted several events including Regional Training for women, peace and security; ASEAN women interfaith dialogue; Discussing the issue of women, inclusivity and the state of democracy on Bali Democracy Forum. #Diplomacy4PeaceandProsperity";0;0;0;0;0;0;0;0;0;0;0;0
Indonesia is the world's third biggest democracy and 4th largest country, but it's been  grappling with persistent covert online disinformation campaigns - both for the government and against it - that have disrupted elections and stoked sectarian tensions.;0;0;0;0;0;0;0;0;0;0;0;0
Yep, Islam and the concept of democracy are mutually exclusive. Iraq itself will eventually fall apart if left to its own devices. There's a reason Islamic countries are all ruled with an iron fist, with the exception of Malaysia and Indonesia. And they're not far behind.;0;0;0;0;0;0;0;0;0;0;0;0
This nothing ancestors it all about democracy baby because still in Indonesia so many;0;0;0;0;0;0;0;0;0;0;0;0
Like Indonesia if it was a plurinational democracy, very cool;0;0;0;0;0;0;0;0;0;0;0;0
Excuse me, look at Indonesia, actually the biggest moslem country. And seeing how democracy works in US and India, Indonesia should now be the frontrunner when you want to talk democracy.;0;0;0;0;0;0;0;0;0;0;0;0
the HK protesters hope CCP learn from the US democracy. why doesnt CCP send army in Indonesia like US did in Iraq. it's an easy way to improve democracy. US insist to send army to Iraq and ignore the Iraq people voted No on it.;0;0;0;0;0;0;0;0;0;0;0;0
"The fires in Australia are terrible, and so are the floods in Indonesia, yet neither government accept that rapid climate change is a result of human activity. 
Democracy dooms us to be led by fools.";1;0;0;1;0;0;0;0;1;0;1;0
"What happens on social media platforms have real life consequences.  USER,  USER, and  USER are tackling these digital threats to democracy in Nigeria, Indonesia, and Brazil.
 https://luminategroup.com/posts/blog/tackling-digital-threats-to-democracy-around-the-worldÂ â¦";0;0;0;0;0;0;0;0;0;0;0;0
We're working to keep Indonesia as it is, although we are the biggest moslem country. Ruled by Pancasila - 5 principles (believe in god, humanity, unity, democracy, social justice) as it is in our constitution. Spirituality is higher than religion as they're in every religion.;0;0;0;0;0;0;0;0;0;0;0;0
Which corresponding democracy quote is related to condition in Indonesia ? #JustAsking or wdyt is happening in Indonesia? #seriouslyjustasking;0;0;0;0;0;0;0;0;0;0;0;0
Apparently Indonesia has a hugely diverse press with well over 100 independent strong newspapers. That's why they now have such a vibrant democracy. The Indonesian democracy and media put us to shame;0;0;0;0;0;0;0;0;0;0;0;0
Groups of muslim want to change government system into khilafah(i think it's like rashidun caliphate or the ottoman) while indonesia is a democracy. They often using harsh ways such as spread fear chinese and the west take control our economy.;1;0;0;1;1;0;0;0;0;0;1;0
This just beginning there are still few more Islamic countries left who might need democracy or lessons on human rights! Such as Turkey, Pakistan, Indonesia, Malaysia, Qatar etc... so this is gonna go a for while till they are in jeopardy as well!;1;0;0;1;1;1;0;0;0;0;1;0
The Asian tigers only became  democracies after they had achieved rapid econ development. The US only became a fully fledged democracy after the civil rights movement in the 1960s & it had already achieved rapid econ development. Indonesia, China...;0;0;0;0;0;0;0;0;0;0;0;0
Who are breaking the rule of law. The case for Indonesia press Veby Mega Indah show you the answer. Hong Kong is now in #PoliceStatehk . CCP is now control the legislation and law enforcement in HK. That's why HKers go out and fight for freedom and democracy.  https://twitter.com/rthk_enews/status/1212957383258853377Â â¦;0;0;0;0;0;0;0;0;0;0;0;0
"Maybe all musos do the same here in Jakarta post flooding! 

Democracy at its truest! Don't see this ever happens in Indonesia.  https://twitter.com/vanbadham/status/1212717511541587968Â â¦";0;0;0;0;0;0;0;0;0;0;0;0
Which applies to modern day Indonesia why exactly? This is like looking at Francis Spain and declaring that Spain isn't a functioning democracy;0;0;0;0;0;0;0;0;0;0;0;0
Very silly idea as Indonesia is one of the largest countries on the planet and they're doing quite well with the whole democracy thing;0;0;0;0;0;0;0;0;0;0;0;0
Vision of good & evil forces battling each other in the Arabian peninsula, southern India, Northern Sri Lanka, Singapore & Indonesia with the sudden destructive ending of evil associations & the triumph of good for justice, democracy, peace & spiritual evolution & transformation.;0;0;0;0;0;0;0;0;0;0;0;0
Here in Indonesia, Chinese people who are close to me also have a nationalism similar to them, they don't care whether China do things right or wrong, they still support it as their native land and somewhat intimidating me who supports democracy.;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia's democracy works like a marketing strategy and we all are the products.;0;0;0;0;0;0;0;0;0;0;0;0
Indonesians reaffirm faith in democracy - The Jakarta Post - Jakarta Post  http://dlvr.it/RMBFT3Â ;0;0;0;0;0;0;0;0;0;0;0;0
"You should put Indonesia. This is the biggest protest after Reformation protest in 1998. We fight for our democracy and it costs 5 students died, hundred injured and many more were put behind bars

#ReformasiDikorupsi  https://twitter.com/AksiLangsung/status/1211776532533760002/photo/1 pic.twitter.com/a2TCki5esbÂ  pic.twitter.com/Jk2Q4y4VQr";0;0;0;0;0;0;0;0;0;0;0;0
"The 12th Bali Democracy Forum held their dinner at the Nusa Dua, Bali
.
.
#Event
#EventOrganizer #EventPlanning
#Business #Management #EventPlanner #Democracy
#Conference #Organizing
#Indonesia #BDFâ¦  https://www.instagram.com/p/B6sOsi5gQwH/?igshid=gej1eyq3qv2tÂ â¦";0;0;0;0;0;0;0;0;0;0;0;0
They what? They did it now? Wasn't Indonesia a progressive democracy? ð¥º;0;0;0;0;0;0;0;0;0;0;0;0
"""Islam in Indonesia is modern, tolerant & compatible with democracy""

Indonesian is the 6th spoken language after Mandarin, English, Hindu, Spanish & Arabic

They have quite an impressive president  USER and he is moving the capital from Java to Borneo https://buff.ly/2ZJXgLTÂ ";0;0;0;0;0;0;0;0;0;0;0;0
as brother-nation in independence and democracy, indonesia should take more concern about india.  pic.twitter.com/bpsIZa3WZO;0;0;0;0;0;0;0;0;0;0;0;0
If we want to come out of poverty then we must give up this sham democracy. In this region all those countries that progressed had authoritative rule. Take the examples of China, Singapore, Indonesia, Malaysia and Thailand. To me our country needs Totalitarian govt.;0;0;0;0;0;0;0;0;0;0;0;0
Labaika ya imam, we proud islam is our way, every country who believe in democracy usualy have a chaos and didn't have respectabiliy, with love from indonesia ya Imam, labaika ya imamðð»;1;0;0;1;0;0;0;0;1;0;1;0
"Indonesia Democracy in West Papua. 

Papuans people forced to crawl through the streets by Indonesian police, stripped of their dignity.

Oppression, discrimination, racism are omnipresent. Basic human rights do not exist. Foreign media and #UNHumanRights observers denied access. pic.twitter.com/UTVS2ByPbp";0;0;0;0;0;0;0;0;0;0;0;0
"We should be asking WTF is wrong with Indonesia?! Why is this ""democracy"" the source of videos of people being tortured and no one wants to talk about that?";1;1;0;1;0;0;0;0;1;0;1;0
what's in the church so that the security forces of the republic of Indonesia enter the church and conduct inspections like this Is the Papuan human terrorist or the church where the gathering of terrorists in Papua.R I P democracy abuse of the Pancasila carried out by the police  pic.twitter.com/LrrUY0lxVG;0;0;0;0;0;0;0;0;0;0;0;0
"Season's Greetings and best wishes for a happy and peaceful 2020 from us all at WFD!  ðï¸
 USER  USER  USER  USER  USER  USER  USER  USER  USER  USER pic.twitter.com/2LgJM4d106";0;0;0;0;0;0;0;0;0;0;0;0
What's happening? After all arab countries get system Islamic democracy then should system Islamic democracy to Iran Bakistan  Indonesia, Turkey, Malaysia, Afghanistan, Kyrgyzsta Tajikistan, Uzbekistan, because people need change military to system islamic human rights, equally.  pic.twitter.com/jPkQbnD7EV â at London;0;0;0;0;0;0;0;0;0;0;0;0
"The ethnic hatred in Malaysia is not new, nor unique. It is decades of instant ""free market"" & ""western democracy"" import that kick started the instability we see today.  

The Philippines, Indonesia, Thailand, now Myanmar & Africa are seeing this ""Chinese problem""  pic.twitter.com/t2B0t2A9yC";0;0;0;0;0;0;0;0;0;0;0;0
100% - it is the same in Indonesia a developing democracy why not in the UK the oldest democracy;0;0;0;0;0;0;0;0;0;0;0;0
I wrote about populism and democracy for my paper, in it I talked about Indonesia too. Would love to meet up over coffee whenever you're in NY.;0;0;0;0;0;0;0;0;0;0;0;0
Regardless of the #Westernpraise for democracy in #Indonesia, there are three reasons to consider it a good model. It is necessary to extrapolate it in light of the spread of #democraticMovements throughout the #Arabworld and democratic models in the Islamic world. pic.twitter.com/Vl07LLa1ka;0;0;0;0;0;0;0;0;0;0;0;0
"#Indonesia is progressing on the path of democracy with a commitment to advance in the process of democratization, #FreedomResearchInstitute ranked #Indonesia as a ""free country"" to be the only country to obtain this classification next to #Turkey pic.twitter.com/yf4xxpVUAb";0;0;0;0;0;0;0;0;0;0;0;0
#NRC_CAA_Protest what will be India by 2040 if it becomes muslim dominated & become another Pakistan,Afganistan,Bangladesh,Indonesia,Malaysia,Iraq or Syria.Some one like Abu-Bagdadi,Sadam-Hussian,Al-Qaida etc will rule India & show you what is secularism & democracy ?;1;0;0;1;1;0;0;0;0;0;1;0
It's started from these asian modern socialist.. that spreads to resist western capitalist-Democracy (particularly obumshxt & his supporters - indonesia!);0;0;0;0;0;0;0;0;0;0;0;0
India is Secular Democracy. Why Indian FM needs 2 meet a US Congress Rep? Jayapal grew up in Indonesia & wants a plebiscite in Kashmir. 83% Hindu Bali is part of Muslim Indonesia? Why not a plebiscite in Bali? Know your limit. It's New India!  USER https://thehill.com/homenews/house/475377-top-indian-official-canceled-congressional-meeting-over-inclusion-of-jayapalÂ â¦;0;0;0;0;0;0;0;0;0;0;0;0
One sometimes overlooked advantage for those eroding democracy, like Bolsonaro, is that simply too many democracies are at risk for the world to pay much attention. Of the 8 largest- India,US,Indonesia,Brazil, Pakistan,Nigeria, Bangladesh& Mexico- most are in some kind of trouble;;;;;;;;;;;;
Looks like Indonesia could take the top spot as the largest democracy. India and the US are struggling to stay democratic.;;;;;;;;;;;;
Yes the #1stAmendment is crucial. In some countries you can go to jail for defaming *a hospital* eg Indonesia. So much for democracy. How can anything get better without #FreeSpeech?;;;;;;;;;;;;
Yes, why can't we be like Indonesia. Indonesia the panacea of Liberty and democracy. You filly sucker ð;;;;;;;;;;;;
"Your fundamental violation in Indonesia is when you were born as a indegonous of West Papuan.

R.I.P. democracy & human rights for the  West Papuan Indegenous  https://twitter.com/BennyWenda/status/1207975917487902721Â â¦";;;;;;;;;;;;
"1/ Having dealt with #Indonesia when in uniform & as a civilian, I have no problems with your democracy becoming a force on the world stage

My difficulty is when issues of unsustainable #palmoil aren't recognised & the failings of history are repeated";;;;;;;;;;;;
"Indonesia should be the rightful leader of Southeast Asia due to its sheer size in geography and people. Indonesia has the potential to be the region's shining beacon of what a democracy should be. The key word here is ""potential"". And it seems to be heading in that direction.";;;;;;;;;;;;
It's about time the uk entered the 21st century. NI require photo ID. In Indonesia the electorate have to dip their little finger in ink to prove they have voted. Indonesia has only had a democracy for about 20 years.;;;;;;;;;;;;
"Eve Warburton and  USER's article ""Inequality and Democratic Support in Indonesia"" is the second article featured in our forthcoming issue. Read the abstract on our website today! 
#Indonesia #democracy
 https://bit.ly/2EAR9Q6Â ";;;;;;;;;;;;
Journalist from  USER and women's advocate from  USER also criticise the local Prostitution Law as a policy that criminalises and marginalises sex workers-often vulnerable women-disproportionately due to its shortsighted approach.  USER  pic.twitter.com/usCjZIPdYV;;;;;;;;;;;;
Rozi Beni of  USER says it's unacceptable for local government leaders to not engage local parliaments in developing, implementing, and monitoring policies. Emphasizes that the constitution mandates that local gov works with local parliaments.  USER  pic.twitter.com/0koNsBy0yT;;;;;;;;;;;;
Lively discussion as DPRD Jember representatives laid out the difficulties they face in keeping local leaders accountable. The central government esp  USER needs to employ more meaningful, cross-sectoral approach in engaging local govs/parliaments.  USER  pic.twitter.com/LiGtB0K3Sg;;;;;;;;;;;;
CHRMM researcher Al Khanif explained the context of today's consultation meeting. Other researchers affiliated with the CHRMM, civil society representatives, and local parliament members joined the first session with Rozi Beni of  USER.  USER  pic.twitter.com/IhAjO6UTUW;;;;;;;;;;;;
"Concurrently, we also have colleagues from the  USER hosting a discussion with young advocates and civil society leaders to devise strategies on strengthening human rights advocacy for women; part of the #16daysagainstviolenceagainstwomen campaign  USER";;;;;;;;;;;;
Head of Local Regulation Committee of DPRD Jember Ghufron highlighted many problems that hamper regulation making, implementation, and monitoring process in Jember. The  Committee reiterated its commitment to evaluate the Perda on Prostitution.  USER  pic.twitter.com/9wX6zN4mSK;;;;;;;;;;;;
Our country rep  USER highlighted the prevalence of local regulations that disproportionately discriminate against vulnerable groups, incl sex workers who often suffer from negative stigma, many forms of violence, and lack of access to public services.  USER  pic.twitter.com/PXyYmYP4ik;;;;;;;;;;;;
We are at the Law Faculty of  USER today in Jember to facilitate a consultation meeting between Jember local parliament members and civil society/academia to scrutinise Perda Jember No. 14/2011 on Prostitution.  USER;;;;;;;;;;;;
Read Indonesian? Follow  USER for updates from their work to support a public hearing of the District Parliament of Jember-East Java to review and assess district legislation on the regulation of sex work.  https://twitter.com/WFD_Indonesia/status/1207491164011524097Â â¦;;;;;;;;;;;;
How they (pro-Papuan activists) disrupted everything but resolved nothing. Don't teach us about democracy because Indonesia has an inclusive democratic tradition. We're a sovereign country and will remain so.   https://www.google.com.au/amp/amp.abc.net.au/article/11788420Â â¦;;;;;;;;;;;;
"I'm in a hotel in Yogyakarta, Indonesia ð®ð© watching a French news channel posting the #IMPEACHMENTVOTE AS IT COMES IN...I'm an anarchist until I see a form of government that works but at least I'm happy to witness US democracy has a leg to stand on.  
Thanks for all who serve";;;;;;;;;;;;
It has come to my attention that Indonesia is a reasonably functional democracy. Congratulations! Please to not elect an authoritarian right wing racist into power!;;;;;;;;;;;;
the world's most populous Muslim nation, Indonesia, prints Ganesha on some of its notes to show respect to a 1.7% Hindu population. Whereas the world's largest so-called democracy , in Modi regime, shows hatred to 15% muslims;;;;;;;;;;;;
People always cite examples of Singapore, Taiwan, Indonesia, Chile for models of successful transition from autocracy to democracy, but failing to realize that for every one of these, Africa throws up 10 examples why this is such a bad idea;;;;;;;;;;;;
"Indonesia's Foreign Minister Mrs Retno Marsudi attended the opening of the 12th Bali Democracy Forum at the Nusa Dua Convention, Bali
.
.

#Event
#EventOrganizer #EventPlanning
#Business #Management #EventPlannerâ¦  https://www.instagram.com/p/B6K_LjKAadZ/?igshid=uyner86ksm12Â â¦";;;;;;;;;;;;
However, it's not preventing democracy in Indonesia from sinking without a trace  https://twitter.com/mkusumawijaya/status/1206490810138546176Â â¦;;;;;;;;;;;;
New blog post: Indonesia - A Right Turn and New Political Dynasty for the Third Largest Democracy?  https://presidential-power.net/?p=10734Â  pic.twitter.com/dOuIqW0Xnb;;;;;;;;;;;;
Last week,  USER  held a workshop on the occasion of the #130thIPUAnniversary âThe Role of The House of Representatives of the Republic of Indonesia in the IPU: Towards Democracy and Global Prosperityâ.  USER pic.twitter.com/oEA0ldEox6;;;;;;;;;;;;
This is the family's first time on the U.S. mainland. Ikhlas said he sees similarities, as Indonesia is the world's third-largest democracy.;;;;;;;;;;;;
After Indonesia, India is another big democracy that sees bloody student protests  https://twitter.com/AJEnglish/status/1206282824904560642Â â¦;;;;;;;;;;;;
Despite disbanding HTI, the Significance of the public's support of the Islamic #Caliphate in #Indonesia is strong reflected by the Vice President's address to Islamic organisations last Friday stating his rejection of #Khilafah being incompatible with #democracy & #Pancasila. https://twitter.com/jakpost/status/1205848330007392256Â â¦;;;;;;;;;;;;
Another lesson to Indonesia: remain independent in foreign policy and tap into inherent strengths - democracy, diversity, optimism, balance, wisdom, inclusiveness, moderation, among others - to project a vision and outlook to the world in need of them;;;;;;;;;;;;
"#Citizens who believe they live in best #country in world :

US: 37%
Saudi Arabia: 33%
India: 31%
Australia: 29%
China: 29%
Canada: 28%
Indonesia: 24%
Turkey: 18%
Italy: 13%
Denmark: 12%
Brazil: 11%

#India is close to top inspite of all problems (YouGov)

#democracy #governance";;;;;;;;;;;;
NATO imperialists has always had military alliance/strong backing  with/to criminal regimes other than Israel while making noise about 'human rights' and 'democracy'..    Remember Indonesia's Suharto, Turkey generals, Greece colonels, Reza Pahlavi, Chile's Pinochet, etc.;;;;;;;;;;;;
Indonesia has 86% muslims and calls itself, and behaves like a grown up secular democracy.;;;;;;;;;;;;
Wiranto is a nice singer but he and the other old Suharto cronies have no place in ursurping the peoples democracy wishes over  the new democratic republic.let indonesia take its place as a true and fair democracy;;;;;;;;;;;;
Democracy (which conceptually offers us the most flexible system) seems to give us a few choices than what it promotes. Indonesia's latest presidential election wasn't much different. Two candidates were backed by islamists and nascent oligarch parties. Imagine such dystopia.;;;;;;;;;;;;
No such thing as an Islamic democracy, Pakistan, Indonesia, Saudi,Somalia etc are all run by an apostate regimes.;;;;;;;;;;;;
these muslims are that are against voting are so funny, where is this energy for islamic democracies like pakistan and indonesia? is democracy suddenly halal? idiots;;;;;;;;;;;;
Many Muslim countries are under authoritarian regimes, so it makes sense if they're quiet on Xinjiang: China only has to persuade one key leader to keep silent. But Indonesia is a democracy with a relatively free press. You might think China would strike out, but it didn't.(2/2);;;;;;;;;;;;
He was free to talk about democracy but he seemed to turn a blind eye that the Aust govt refused to repatriate  USER~meaning they never be respected the laws in force in Indonesia. Isn't law enforcement an indicator of democracy? Australian democracy is indeed absurd.;;;;;;;;;;;;
No individual has benefited more from Indonesia's democratisation than President Jokowi but he has been a poor guardian of democracy. I try to explain this conundrum and how Jokowi sees politics  in my first op-ed for  USER https://www.ispionline.it/en/pubblicazione/how-president-joko-widodo-eroding-indonesian-democracy-24587Â â¦;;;;;;;;;;;;
"There are so many political activists imprisoned for expressing their democratic desire for self determination yet this report praises Indonesia as a democracy when Indonesia doesn't respect the rule of law or human rights of Indigenous people in West Papua.
#HumanRightsDay2019 pic.twitter.com/qKCTBdmTQr";;;;;;;;;;;;
But, the thing you leave out is the most important.  Of the Muslim majority countries, how many are moderate, in other words, no Sharia Law.  Malaysia.  Indonesia.  Who else?  Because Western democracy cannot live side by side with radical Islam or Sharia Law.;;;;;;;;;;;;
